STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
MADHYA PRADESH,DHAR,2011,3,56,28,0,0,0,0,0,0,0,0,87
MADHYA PRADESH,DHAR,2012,4,40,32,15,3,0,0,0,0,0,0,94
MADHYA PRADESH,DINDORI,2001,0,6,0,0,0,0,0,0,0,0,1,7
MADHYA PRADESH,DINDORI,2002,2,10,1,0,0,1,0,0,0,0,0,14
MADHYA PRADESH,DINDORI,2003,1,13,2,0,0,1,0,0,0,0,0,17
MADHYA PRADESH,DINDORI,2004,0,7,1,0,0,0,0,0,0,0,0,8
MADHYA PRADESH,DINDORI,2005,0,4,0,0,0,0,0,0,0,1,0,5
MADHYA PRADESH,DINDORI,2006,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,DINDORI,2007,2,15,0,0,0,0,0,0,0,0,13,30
MADHYA PRADESH,DINDORI,2008,5,0,0,0,0,0,0,0,0,0,7,12
MADHYA PRADESH,DINDORI,2009,5,20,0,0,0,1,0,0,0,0,20,46
MADHYA PRADESH,DINDORI,2010,2,17,0,2,0,0,0,0,0,0,0,21
MADHYA PRADESH,DINDORI,2011,1,27,5,0,0,0,0,0,0,0,20,53
MADHYA PRADESH,DINDORI,2012,3,18,6,0,0,0,0,0,0,0,28,55
MADHYA PRADESH,GUNA,2001,2,13,0,0,0,0,0,0,0,0,1,16
MADHYA PRADESH,GUNA,2002,2,32,1,0,0,3,0,0,0,0,166,204
MADHYA PRADESH,GUNA,2003,2,13,0,0,0,3,0,0,0,0,91,109
MADHYA PRADESH,GUNA,2004,0,11,1,0,0,0,0,0,0,0,97,109
MADHYA PRADESH,GUNA,2005,1,28,0,0,0,0,0,0,0,0,99,128
MADHYA PRADESH,GUNA,2006,4,19,1,0,0,2,0,0,0,1,83,110
MADHYA PRADESH,GUNA,2007,0,30,0,0,0,5,0,0,0,0,119,154
MADHYA PRADESH,GUNA,2008,3,26,4,0,0,1,0,0,0,1,84,119
MADHYA PRADESH,GUNA,2009,10,27,5,0,0,1,0,0,0,0,61,104
MADHYA PRADESH,GUNA,2010,2,23,7,0,0,1,0,0,0,0,92,125
MADHYA PRADESH,GUNA,2011,1,37,11,1,0,0,0,0,0,0,105,155
MADHYA PRADESH,GUNA,2012,3,28,15,2,0,0,0,0,0,0,82,130
MADHYA PRADESH,GWALIOR,2001,5,20,8,2,0,0,1,0,0,0,16,52
MADHYA PRADESH,GWALIOR,2002,2,6,17,0,0,6,1,0,0,0,27,59
MADHYA PRADESH,GWALIOR,2003,6,23,33,2,0,4,0,0,0,2,27,97
MADHYA PRADESH,GWALIOR,2004,2,8,18,1,0,10,0,0,0,0,42,81
MADHYA PRADESH,GWALIOR,2005,6,10,16,0,0,8,1,0,0,0,36,77
MADHYA PRADESH,GWALIOR,2006,1,1,0,0,0,0,0,0,0,0,26,28
MADHYA PRADESH,GWALIOR,2007,12,26,47,1,0,17,0,0,1,0,13,117
MADHYA PRADESH,GWALIOR,2008,5,19,45,0,0,12,0,1,0,0,21,103
MADHYA PRADESH,GWALIOR,2009,7,31,59,8,0,5,0,0,0,0,111,221
MADHYA PRADESH,GWALIOR,2010,9,36,75,0,0,13,0,0,0,0,74,207
MADHYA PRADESH,GWALIOR,2011,3,40,76,0,0,22,0,0,0,0,86,227
MADHYA PRADESH,GWALIOR,2012,14,50,60,1,0,25,0,0,2,0,161,313
MADHYA PRADESH,HARDA,2001,0,0,0,0,0,0,0,0,0,0,3,3
MADHYA PRADESH,HARDA,2002,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,HARDA,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,HARDA,2004,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,HARDA,2005,1,5,1,0,0,0,0,0,0,0,5,12
MADHYA PRADESH,HARDA,2006,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,HARDA,2007,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,HARDA,2008,1,8,7,0,0,0,0,0,0,0,0,16
MADHYA PRADESH,HARDA,2009,1,3,0,0,1,0,0,0,0,0,3,8
MADHYA PRADESH,HARDA,2010,2,23,2,0,0,0,0,0,0,0,23,50
MADHYA PRADESH,HARDA,2011,4,26,2,0,0,0,0,0,0,0,5,37
MADHYA PRADESH,HARDA,2012,0,17,3,2,0,0,0,0,0,0,6,28
MADHYA PRADESH,HOSHANGABAD,2001,0,5,4,0,0,0,0,0,0,0,9,18
MADHYA PRADESH,HOSHANGABAD,2002,1,0,0,0,0,0,0,0,0,0,17,18
MADHYA PRADESH,HOSHANGABAD,2003,1,0,0,0,0,0,0,0,0,0,30,31
MADHYA PRADESH,HOSHANGABAD,2004,2,1,0,0,0,0,0,0,0,0,32,35
MADHYA PRADESH,HOSHANGABAD,2005,4,13,3,0,2,0,0,0,0,0,30,52
MADHYA PRADESH,HOSHANGABAD,2006,7,22,0,0,0,0,0,0,0,0,64,93
MADHYA PRADESH,HOSHANGABAD,2007,2,20,4,0,0,0,0,0,0,0,72,98
MADHYA PRADESH,HOSHANGABAD,2008,1,23,6,0,0,0,0,0,0,0,43,73
MADHYA PRADESH,HOSHANGABAD,2009,0,0,1,0,0,0,0,0,0,0,0,1
MADHYA PRADESH,HOSHANGABAD,2010,1,23,20,0,0,0,0,0,0,0,0,44
MADHYA PRADESH,HOSHANGABAD,2011,3,17,12,0,0,0,0,0,0,0,19,51
MADHYA PRADESH,HOSHANGABAD,2012,4,45,27,0,0,0,0,0,0,0,21,97
MADHYA PRADESH,INDORE,2001,9,21,6,1,2,9,1,0,0,0,66,115
MADHYA PRADESH,INDORE,2002,0,7,1,0,0,0,0,0,0,0,17,25
MADHYA PRADESH,INDORE,2003,47,0,0,1,0,0,0,0,13,0,14,75
MADHYA PRADESH,INDORE,2004,8,5,2,0,1,0,0,0,0,0,483,499
MADHYA PRADESH,INDORE,2005,10,10,2,0,0,0,0,0,0,0,533,555
MADHYA PRADESH,INDORE,2006,9,7,1,0,0,0,0,0,0,0,456,473
MADHYA PRADESH,INDORE,2007,14,8,3,0,0,0,0,0,0,0,550,575
MADHYA PRADESH,INDORE,2008,7,3,7,0,0,0,0,0,0,0,460,477
MADHYA PRADESH,INDORE,2009,7,2,0,0,0,0,0,0,0,0,387,396
MADHYA PRADESH,INDORE,2010,7,3,1,0,0,0,0,0,0,0,450,461
MADHYA PRADESH,INDORE,2011,12,26,8,0,0,0,0,0,0,2,322,370
MADHYA PRADESH,INDORE,2012,8,112,38,2,0,13,0,0,0,0,207,380
MADHYA PRADESH,INDORE RLY.,2001,0,0,0,0,0,0,0,0,0,0,1,1
MADHYA PRADESH,INDORE RLY.,2002,0,0,0,0,0,8,0,0,0,0,0,8
MADHYA PRADESH,INDORE RLY.,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,INDORE RLY.,2004,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,INDORE RLY.,2005,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,INDORE RLY.,2006,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,INDORE RLY.,2007,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,INDORE RLY.,2008,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,INDORE RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,INDORE RLY.,2010,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,INDORE RLY.,2011,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,INDORE RLY.,2012,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR,2001,8,27,6,1,2,7,1,0,0,0,17,69
MADHYA PRADESH,JABALPUR,2002,0,7,1,0,0,0,0,0,0,0,65,73
MADHYA PRADESH,JABALPUR,2003,0,39,0,0,0,0,0,0,0,0,0,39
MADHYA PRADESH,JABALPUR,2004,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR,2005,0,0,4,1,0,2,0,0,0,0,0,7
MADHYA PRADESH,JABALPUR,2006,2,0,5,0,0,0,0,0,0,0,2,9
MADHYA PRADESH,JABALPUR,2007,0,0,0,5,0,0,0,0,0,0,1,6
MADHYA PRADESH,JABALPUR,2008,0,3,0,0,0,0,0,0,0,0,6,9
MADHYA PRADESH,JABALPUR,2009,2,80,5,0,0,0,0,0,0,0,293,380
MADHYA PRADESH,JABALPUR,2010,1,29,1,6,0,0,0,0,0,0,145,182
MADHYA PRADESH,JABALPUR,2011,8,41,24,3,0,0,0,0,0,0,107,183
MADHYA PRADESH,JABALPUR,2012,10,81,27,5,0,0,0,0,0,0,123,246
MADHYA PRADESH,JABALPUR RLY.,2001,0,0,0,0,0,0,0,0,0,0,2,2
MADHYA PRADESH,JABALPUR RLY.,2002,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR RLY.,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR RLY.,2004,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR RLY.,2005,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR RLY.,2006,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR RLY.,2007,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR RLY.,2008,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR RLY.,2010,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR RLY.,2011,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR RLY.,2012,1,0,0,0,0,0,0,0,0,0,0,1
MADHYA PRADESH,JHABUA,2001,0,11,0,0,0,0,0,0,0,0,17,28
MADHYA PRADESH,JHABUA,2002,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JHABUA,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JHABUA,2004,10,0,2,0,0,0,0,0,0,0,68,80
MADHYA PRADESH,JHABUA,2005,1,0,2,0,0,0,0,0,0,0,26,29
MADHYA PRADESH,JHABUA,2006,0,0,2,0,0,0,0,0,0,0,26,28
MADHYA PRADESH,JHABUA,2007,2,17,2,0,0,0,0,0,0,0,60,81
MADHYA PRADESH,JHABUA,2008,0,13,2,0,0,0,0,0,0,0,25,40
MADHYA PRADESH,JHABUA,2009,0,9,0,0,0,0,0,0,0,0,11,20
MADHYA PRADESH,JHABUA,2010,0,16,4,0,0,0,0,0,0,0,10,30
MADHYA PRADESH,JHABUA,2011,0,5,0,0,0,0,0,0,0,0,0,5
MADHYA PRADESH,JHABUA,2012,0,10,0,0,0,0,0,0,0,0,0,10
MADHYA PRADESH,KATNI,2001,3,8,1,0,0,2,0,0,0,0,1,15
MADHYA PRADESH,KATNI,2002,4,15,0,0,0,1,0,0,0,0,71,91
MADHYA PRADESH,KATNI,2003,3,13,1,0,0,0,0,0,0,0,53,70
MADHYA PRADESH,KATNI,2004,8,13,1,1,0,0,0,0,0,0,67,90
MADHYA PRADESH,KATNI,2005,3,8,1,0,0,0,0,0,0,0,71,83
MADHYA PRADESH,KATNI,2006,3,9,1,0,0,0,0,0,0,0,59,72
MADHYA PRADESH,KATNI,2007,5,17,5,0,0,0,0,0,0,0,49,76
MADHYA PRADESH,KATNI,2008,1,18,3,0,0,0,0,0,0,0,63,85
MADHYA PRADESH,KATNI,2009,4,19,3,0,0,0,0,0,0,0,58,84
MADHYA PRADESH,KATNI,2010,4,44,4,0,0,0,0,0,0,0,67,119
MADHYA PRADESH,KATNI,2011,1,7,0,3,0,0,0,0,0,0,6,17
MADHYA PRADESH,KATNI,2012,1,19,5,4,1,0,0,0,0,0,3,33
MADHYA PRADESH,KHANDWA,2001,12,25,10,0,2,3,0,0,0,0,25,77
MADHYA PRADESH,KHANDWA,2002,10,47,14,0,0,0,0,0,0,0,78,149
MADHYA PRADESH,KHANDWA,2003,2,38,13,0,0,3,0,0,0,0,57,113
MADHYA PRADESH,KHANDWA,2004,6,43,10,0,0,4,0,0,0,0,129,192
MADHYA PRADESH,KHANDWA,2005,15,30,28,0,2,4,0,0,0,2,120,201
MADHYA PRADESH,KHANDWA,2006,11,28,18,0,0,0,0,0,0,0,137,194
MADHYA PRADESH,KHANDWA,2007,3,43,10,0,0,0,0,0,0,0,127,183
MADHYA PRADESH,KHANDWA,2008,1,35,2,1,0,11,0,0,0,0,107,157
MADHYA PRADESH,KHANDWA,2009,1,47,10,0,0,7,0,0,0,0,113,178
MADHYA PRADESH,KHANDWA,2010,4,31,9,0,0,9,0,0,0,0,93,146
MADHYA PRADESH,KHANDWA,2011,4,35,8,0,0,8,0,0,0,0,61,116
MADHYA PRADESH,KHANDWA,2012,3,41,5,0,0,9,0,0,0,0,32,90
MADHYA PRADESH,KHARGON,2001,2,0,5,0,0,3,0,0,0,0,11,21
MADHYA PRADESH,KHARGON,2002,3,0,0,0,0,3,0,0,0,0,0,6
MADHYA PRADESH,KHARGON,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,KHARGON,2004,2,19,2,0,0,1,0,0,0,0,34,58
MADHYA PRADESH,KHARGON,2005,0,2,0,0,0,0,0,0,0,0,6,8
MADHYA PRADESH,KHARGON,2006,0,0,1,0,0,0,0,0,0,0,0,1
MADHYA PRADESH,KHARGON,2007,0,31,6,0,0,7,0,0,0,0,8,52
MADHYA PRADESH,KHARGON,2008,0,25,5,0,0,9,0,0,0,0,6,45
MADHYA PRADESH,KHARGON,2009,2,31,5,0,0,4,0,0,0,0,42,84
MADHYA PRADESH,KHARGON,2010,0,29,13,0,0,5,0,0,0,0,52,99
MADHYA PRADESH,KHARGON,2011,1,8,0,0,0,0,0,0,0,0,6,15
MADHYA PRADESH,KHARGON,2012,3,8,2,0,0,0,0,0,0,0,7,20
MADHYA PRADESH,MANDLA,2001,2,29,8,0,0,1,0,0,0,0,5,45
MADHYA PRADESH,MANDLA,2002,1,19,3,1,0,1,0,0,0,0,0,25
MADHYA PRADESH,MANDLA,2003,3,17,2,0,0,0,0,0,0,0,0,22
MADHYA PRADESH,MANDLA,2004,3,18,4,0,0,0,0,0,0,0,0,25
MADHYA PRADESH,MANDLA,2005,10,34,8,0,0,0,0,0,0,0,0,52
MADHYA PRADESH,MANDLA,2006,2,26,1,0,0,0,0,0,0,0,0,29
MADHYA PRADESH,MANDLA,2007,2,24,0,0,0,0,0,0,0,0,0,26
MADHYA PRADESH,MANDLA,2008,1,22,3,0,0,0,0,0,0,0,0,26
MADHYA PRADESH,MANDLA,2009,3,29,6,0,0,0,0,0,0,0,0,38
MADHYA PRADESH,MANDLA,2010,2,34,7,0,1,0,0,0,0,0,0,44
MADHYA PRADESH,MANDLA,2011,2,33,9,0,1,0,0,0,0,0,0,45
MADHYA PRADESH,MANDLA,2012,5,38,5,0,0,0,0,0,0,0,0,48
MADHYA PRADESH,MANDSAUR,2001,0,11,0,0,0,0,0,0,0,0,12,23
MADHYA PRADESH,MANDSAUR,2002,1,21,8,0,0,0,0,0,0,0,22,52
MADHYA PRADESH,MANDSAUR,2003,6,16,5,0,0,0,0,0,1,0,14,42
MADHYA PRADESH,MANDSAUR,2004,3,17,7,0,0,0,0,0,0,0,18,45
MADHYA PRADESH,MANDSAUR,2005,1,13,6,0,0,0,0,0,0,0,13,33
MADHYA PRADESH,MANDSAUR,2006,2,21,11,0,0,0,0,0,0,0,15,49
MADHYA PRADESH,MANDSAUR,2007,2,17,13,0,0,0,0,0,0,0,7,39
MADHYA PRADESH,MANDSAUR,2008,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,MANDSAUR,2009,0,23,9,0,0,0,0,0,0,0,0,32
MADHYA PRADESH,MANDSAUR,2010,2,24,14,0,0,0,0,0,0,0,2,42
MADHYA PRADESH,MANDSAUR,2011,2,22,10,0,0,0,0,0,2,0,20,56
MADHYA PRADESH,MANDSAUR,2012,2,23,21,0,0,0,0,0,1,0,43,90
MADHYA PRADESH,MORENA,2001,3,0,0,0,0,0,0,0,0,1,7,11
MADHYA PRADESH,MORENA,2002,2,6,3,0,0,4,0,0,0,1,8,24
MADHYA PRADESH,MORENA,2003,5,12,12,0,0,6,0,0,0,0,4,39
MADHYA PRADESH,MORENA,2004,2,10,6,0,0,6,0,0,0,1,5,30
MADHYA PRADESH,MORENA,2005,2,6,10,0,0,4,0,0,0,0,8,30
MADHYA PRADESH,MORENA,2006,0,5,11,0,0,6,0,0,0,1,10,33
MADHYA PRADESH,MORENA,2007,1,7,6,0,0,6,0,0,0,0,16,36
MADHYA PRADESH,MORENA,2008,4,5,1,0,0,7,0,0,0,0,22,39
MADHYA PRADESH,MORENA,2009,3,6,3,0,0,5,0,0,0,0,20,37
MADHYA PRADESH,MORENA,2010,2,7,4,1,0,10,0,0,0,0,21,45
MADHYA PRADESH,MORENA,2011,2,6,4,0,0,10,0,0,0,0,20,42
MADHYA PRADESH,MORENA,2012,4,9,13,0,0,11,0,0,1,0,2,40
MADHYA PRADESH,NARSINGHPUR,2001,3,3,0,0,0,2,0,0,0,0,9,17
MADHYA PRADESH,NARSINGHPUR,2002,1,14,2,0,0,1,0,0,0,0,52,70
MADHYA PRADESH,NARSINGHPUR,2003,4,16,3,0,0,4,0,0,0,0,46,73
MADHYA PRADESH,NARSINGHPUR,2004,0,23,4,0,0,2,0,0,0,0,63,92
MADHYA PRADESH,NARSINGHPUR,2005,3,36,0,0,0,5,0,0,0,0,65,109
MADHYA PRADESH,NARSINGHPUR,2006,4,37,3,0,3,1,0,0,0,0,44,92
MADHYA PRADESH,NARSINGHPUR,2007,2,24,3,0,2,5,0,0,0,0,41,77
MADHYA PRADESH,NARSINGHPUR,2008,1,29,4,0,1,0,0,0,0,0,60,95
MADHYA PRADESH,NARSINGHPUR,2009,1,18,3,0,0,2,0,0,0,0,79,103
MADHYA PRADESH,NARSINGHPUR,2010,1,24,4,0,1,4,0,0,0,0,92,126
MADHYA PRADESH,NARSINGHPUR,2011,1,26,4,0,0,0,0,0,0,0,73,104
MADHYA PRADESH,NARSINGHPUR,2012,3,38,10,0,3,0,0,0,0,0,87,141
MADHYA PRADESH,NEEMUCH,2001,0,7,0,0,0,0,0,0,0,0,8,15
MADHYA PRADESH,NEEMUCH,2002,2,5,2,0,0,4,0,0,0,0,44,57
MADHYA PRADESH,NEEMUCH,2003,1,5,4,0,0,7,0,0,0,0,23,40
MADHYA PRADESH,NEEMUCH,2004,3,8,3,2,0,2,0,0,0,0,14,32
MADHYA PRADESH,NEEMUCH,2005,1,12,3,0,0,3,0,0,0,0,21,40
MADHYA PRADESH,NEEMUCH,2006,1,10,4,0,0,0,0,0,0,0,22,37
MADHYA PRADESH,NEEMUCH,2007,0,13,5,0,0,0,0,0,0,0,31,49
MADHYA PRADESH,NEEMUCH,2008,2,10,4,0,0,2,0,0,0,0,47,65
MADHYA PRADESH,NEEMUCH,2009,1,13,14,1,0,2,0,0,0,0,13,44
MADHYA PRADESH,NEEMUCH,2010,2,5,4,0,0,0,0,0,1,0,6,18
MADHYA PRADESH,NEEMUCH,2011,2,14,5,0,0,0,0,0,0,0,15,36
MADHYA PRADESH,NEEMUCH,2012,1,13,10,0,0,0,0,0,0,0,24,48
MADHYA PRADESH,PANNA,2001,3,3,0,0,0,0,0,0,0,0,5,11
MADHYA PRADESH,PANNA,2002,2,11,6,1,0,1,0,0,0,0,7,28
MADHYA PRADESH,PANNA,2003,0,13,1,0,0,0,0,0,0,0,9,23
MADHYA PRADESH,PANNA,2004,0,4,0,0,0,3,0,0,0,0,13,20
MADHYA PRADESH,PANNA,2005,1,13,0,0,0,0,0,1,0,0,16,31
MADHYA PRADESH,PANNA,2006,1,10,3,0,0,0,0,0,0,0,7,21
MADHYA PRADESH,PANNA,2007,2,18,6,0,0,0,0,0,0,0,9,35
MADHYA PRADESH,PANNA,2008,1,12,6,0,0,0,0,0,0,0,22,41
MADHYA PRADESH,PANNA,2009,0,13,4,0,0,0,0,0,0,0,22,39
MADHYA PRADESH,PANNA,2010,0,21,5,0,0,0,0,0,0,0,0,26
MADHYA PRADESH,PANNA,2011,0,48,5,0,0,0,0,0,0,0,0,53
MADHYA PRADESH,PANNA,2012,0,34,4,0,0,0,0,0,0,0,0,38
MADHYA PRADESH,RAISEN,2001,0,0,0,0,0,0,0,0,0,0,19,19
MADHYA PRADESH,RAISEN,2002,1,2,1,0,0,0,0,0,0,0,24,28
MADHYA PRADESH,RAISEN,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,RAISEN,2004,0,0,0,0,0,0,0,0,0,0,18,18
MADHYA PRADESH,RAISEN,2005,0,0,0,0,0,0,0,0,0,0,23,23
MADHYA PRADESH,RAISEN,2006,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,RAISEN,2007,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,RAISEN,2008,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,RAISEN,2009,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,RAISEN,2010,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,RAISEN,2011,0,31,12,0,0,0,0,0,0,0,0,43
MADHYA PRADESH,RAISEN,2012,0,17,0,0,0,0,0,0,0,0,0,17
MADHYA PRADESH,RAJGARH,2001,1,0,0,0,0,0,0,0,0,0,4,5
MADHYA PRADESH,RAJGARH,2002,0,1,0,0,0,0,0,0,0,0,5,6
MADHYA PRADESH,RAJGARH,2003,1,20,0,0,0,0,0,0,0,0,14,35
MADHYA PRADESH,RAJGARH,2004,2,7,1,0,0,0,0,0,0,0,231,241
MADHYA PRADESH,RAJGARH,2005,2,27,9,0,0,0,0,0,0,0,124,162
MADHYA PRADESH,RAJGARH,2006,0,39,4,0,0,0,0,0,0,0,148,191
MADHYA PRADESH,RAJGARH,2007,1,24,6,0,0,0,0,0,0,0,165,196
MADHYA PRADESH,RAJGARH,2008,0,24,11,0,0,0,0,0,0,0,175,210
MADHYA PRADESH,RAJGARH,2009,1,28,9,0,0,0,0,0,0,0,132,170
MADHYA PRADESH,RAJGARH,2010,0,12,0,0,0,0,0,0,0,0,166,178
MADHYA PRADESH,RAJGARH,2011,0,36,3,0,0,0,0,0,0,0,151,190
MADHYA PRADESH,RAJGARH,2012,0,33,16,0,0,0,0,0,0,0,141,190
MADHYA PRADESH,RATLAM,2001,2,17,0,0,0,3,0,0,0,0,10,32
MADHYA PRADESH,RATLAM,2002,2,11,2,0,0,0,0,0,0,0,0,15
MADHYA PRADESH,RATLAM,2003,4,17,3,0,2,0,0,0,0,0,78,104
MADHYA PRADESH,RATLAM,2004,1,16,9,0,0,6,0,0,0,0,37,69
MADHYA PRADESH,RATLAM,2005,5,29,5,0,0,13,0,0,0,2,23,77
MADHYA PRADESH,RATLAM,2006,1,6,7,0,0,14,0,0,0,0,45,73
MADHYA PRADESH,RATLAM,2007,2,35,4,0,0,11,0,0,0,2,29,83
MADHYA PRADESH,RATLAM,2008,1,30,8,0,0,0,0,0,0,0,44,83
MADHYA PRADESH,RATLAM,2009,3,24,7,0,0,0,0,0,0,0,32,66
MADHYA PRADESH,RATLAM,2010,3,28,2,0,0,0,0,0,0,0,14,47
MADHYA PRADESH,RATLAM,2011,2,45,23,6,0,0,0,0,0,0,49,125
MADHYA PRADESH,RATLAM,2012,0,41,18,1,0,0,0,0,0,1,59,120
MADHYA PRADESH,REWA,2001,4,3,5,0,0,6,0,0,0,0,17,35
MADHYA PRADESH,REWA,2002,2,4,1,0,0,6,0,0,0,0,65,78
MADHYA PRADESH,REWA,2003,3,14,3,0,0,6,0,0,0,0,83,109
MADHYA PRADESH,REWA,2004,2,22,4,2,0,6,0,0,0,0,99,135
MADHYA PRADESH,REWA,2005,2,11,3,0,0,13,0,0,0,0,90,119
MADHYA PRADESH,REWA,2006,1,14,2,0,0,8,0,0,0,0,75,100
MADHYA PRADESH,REWA,2007,3,26,7,0,0,10,0,0,0,0,61,107
MADHYA PRADESH,REWA,2008,1,25,6,0,0,16,0,0,0,0,128,176
MADHYA PRADESH,REWA,2009,4,35,17,0,0,0,0,0,0,0,209,265
MADHYA PRADESH,REWA,2010,4,33,14,0,0,5,0,0,0,0,202,258
MADHYA PRADESH,REWA,2011,5,17,1,3,4,0,7,0,0,0,76,113
MADHYA PRADESH,REWA,2012,2,64,24,0,1,15,1,0,0,1,89,197
MADHYA PRADESH,SAGAR,2001,5,30,9,0,0,8,0,0,0,0,23,75
MADHYA PRADESH,SAGAR,2002,2,22,4,0,0,0,0,0,0,0,18,46
MADHYA PRADESH,SAGAR,2003,4,36,8,0,0,9,0,0,0,0,188,245
MADHYA PRADESH,SAGAR,2004,8,57,8,0,0,10,0,0,0,0,93,176
MADHYA PRADESH,SAGAR,2005,6,11,0,0,0,0,0,0,0,0,8,25
MADHYA PRADESH,SAGAR,2006,0,19,10,0,0,0,0,0,0,0,102,131
MADHYA PRADESH,SAGAR,2007,2,48,3,0,0,0,0,0,0,0,96,149
MADHYA PRADESH,SAGAR,2008,0,16,14,0,0,0,0,0,0,0,86,116
MADHYA PRADESH,SAGAR,2009,1,21,25,11,0,0,0,0,0,0,7,65
MADHYA PRADESH,SAGAR,2010,3,31,9,4,0,0,0,0,0,0,204,251
MADHYA PRADESH,SAGAR,2011,3,15,27,10,0,0,0,0,0,0,106,161
MADHYA PRADESH,SAGAR,2012,5,20,22,13,0,0,0,0,0,0,148,208
MADHYA PRADESH,SATNA,2001,0,0,0,0,0,0,0,0,0,0,9,9
MADHYA PRADESH,SATNA,2002,3,15,8,0,1,15,4,0,0,0,13,59
MADHYA PRADESH,SATNA,2003,2,13,0,1,0,10,2,0,0,0,34,62
MADHYA PRADESH,SATNA,2004,3,23,1,1,0,19,2,0,0,0,148,197
MADHYA PRADESH,SATNA,2005,2,45,1,1,0,8,2,0,0,0,56,115
MADHYA PRADESH,SATNA,2006,7,40,2,0,1,23,6,0,0,0,143,222
MADHYA PRADESH,SATNA,2007,9,45,0,0,0,19,16,0,0,0,64,153
MADHYA PRADESH,SATNA,2008,3,55,0,1,1,7,14,0,0,0,142,223
MADHYA PRADESH,SATNA,2009,8,68,23,0,2,23,0,0,0,0,104,228
MADHYA PRADESH,SATNA,2010,6,47,3,0,0,18,18,0,0,0,110,202
MADHYA PRADESH,SATNA,2011,8,48,3,0,1,10,13,0,0,0,110,193
MADHYA PRADESH,SATNA,2012,3,60,2,1,1,14,20,0,0,0,90,191
MADHYA PRADESH,SEONI,2001,5,0,0,1,0,0,0,0,0,0,18,24
MADHYA PRADESH,SEONI,2002,6,18,3,0,0,0,0,0,0,0,61,88
MADHYA PRADESH,SEONI,2003,2,3,1,0,0,0,0,0,0,0,40,46
MADHYA PRADESH,SEONI,2004,2,3,0,0,0,0,0,0,0,0,45,50
MADHYA PRADESH,SEONI,2005,4,6,1,0,0,0,0,0,0,0,24,35
MADHYA PRADESH,SEONI,2006,4,19,1,0,0,0,0,0,0,0,28,52
MADHYA PRADESH,SEONI,2007,7,8,1,0,0,0,0,0,0,0,30,46
MADHYA PRADESH,SEONI,2008,1,4,0,0,0,0,0,0,0,0,124,129
MADHYA PRADESH,SEONI,2009,2,7,1,0,0,0,0,0,0,0,88,98
